Name,New-ID,New_ID,Unicode-Name,Current-Name_from_Nov17Revised,Revised-Name_from_Nov17Revised,Longitude_DD_from_Nov17Revised,Latitude_DD_from_Nov17Revised,Maps-Estimated,6,7,Notes_from_Nov17Revised,Final,URI_from_Nov17Revised,Monastery_from_Nov17Revised,Multiple_from_Nov17Revised,My_notes_from_Nov17Revised
Rima/Ubullah (approx.),260,New260,Rima/Ubullah (approx.),Rima/Ubullah (approx.),,47.8185081,30.526927,"1,1",,,,,,,,
Circesium,261,New261,Circesium,Circesium,,40.4295588,35.1561264,,,,,,,,,
Hit,262,New262,Hit,Hit,,42.8250504,33.6429557,,,,,,,,,
`Anat,263,New263,`Anat,`Anat,,41.9667435,34.4672216,,,,,,,,,
Haditha,264,New264,Haditha,Haditha,,42.386198,34.1320729,yes,,,,,,,,
Olon Sume,265,New265,Olon Süme,Olon Süme,,110.4854679,41.9605751,4,,,,,,,,
Qalat Sem`an,266,New266,Qalʿat Simʿan,Qalʿat Semʿan,Qalʿāt Simʿān,36.8441963,36.3340381,"1,2",,,"Prefer Syriac spelling for this place, since the name is originally Syriac",,,,,
Qamul (Hami),267,New267,Qamul (Hami),Qamul (Hami),,93.5087156,42.8179596,4,,,,,,,,
Qara,268,New268,Qara,Qara,,36.7444825,34.1567755,2,,7,,y,,,,
Qartamin (Mor Gabriel) mon.,269,New269,Qarṭamīn (Mor Gabriel),Qarṭamīn (Mor Gabriel) mon.,,41.5382338,37.321745,"1,2",,,,,,,,
Rabban Bar `Edta mon.,271,New271,Rabban Bar ʿEdta,Rabban Bar ʿEdta mon.,,43.6572003,36.7329428,"1,2",,,,,,,,
Rabban Hormizd mon.,272,New272,Rabban Hormizd,Rabban Hormizd mon.,,43.1156087,36.7491105,"7,3,1, 4",,,,,,,,
Salah (Baristepe),273,New273,Ṣalaḥ,Ṣalaḥ,,41.3966668,37.4831679,1,,,,,,,,
Serrin,274,New274,Ṣarrīn,Serrin,,38.2987797,36.5893871,6,6,,keep arabic name or use Ṣarrīn?,?,,,,
Sadad,275,New275,Ṣadad,Ṣadad,,36.9258642,34.3126383,"2,3",,7,According to wikipedia this town is spelled with semkath in Syriac but sad in Arabic? This is the GEDSH transliteration of the Arabic.,y,,,,
Batnae/Serug,276,New276,Batnae/Serug,Batnae/Serug,,38.4242105,36.9753697,2,,,,,,,,
Beth Waziq (Bawazij) (approx.),277,New277,Beth Waziq (Bawazij) (approx.),Beth Waziq (Bawazij) (approx.),,43.601346,35.3714587,1,,,,,,,,
Shahrgard (approx.),278,New278,Shahrgard (approx.),Shahrgard (approx.),,44.07938,35.7075971,1,,,,,,,,
Sharfeh mon.,279,New279,Sharfeh,Sharfeh,,35.6682301,33.9896657,"7,3",,7,,y,http://syriaca.org/place/232,y,,
Sum Huh Burd,280,New280,Sum Huh Burd,Sum Huh Burd,,105.7600594,46.160691,4,,,,,,,,
Sumatar Harabesi,281,New281,Sumatar Harabesi,Sumatar Harabesi,,39.338007,36.9956207,"2,6",,,,,,,,
Dayr Turmanin,282,New282,Dayr Turmanin ,Dayr Turmanin (mon.),DELETE,36.8235058,36.2417379,yes,6,,"I can't find that anyone requested this and since it overlaps with Tell Ada which is more important, lets delete it (though please save a draft with it on there just in case we get a complaint ;)",y,,,,
Tell `Ada,283,New283,Tell ʿAda,Tell ʿAda,,36.8020213,36.2517835,"1,2",,,,,,,,
Zaz,284,New284,Zaz,Zaz,,41.5369785,37.5132151,"1, 4",,,,,,,,
Qasr Ibn Hubayra (approx.),285,New285,Qasr Ibn Hubayra (approx.),Qasr Ibn Hubayra (approx.),,44.3921578,32.6738983,,,,,,,,,
"Radhan (Baradan, NW of Badran)",286,New286,"Radhan (Baradan, NW of Badran)","Radhan (Baradan, NW of Badran)",,44.3666983,33.5392127,1,,,,,,,,
Ram-Hormizd,287,New287,Ram-Hormizd,Ram-Hormizd,,49.6062756,31.2754699,yes,,,,,,,,
Cranganore,288,New288,Cranganore,Cranganore,,76.1985111,10.2267902,8,,,,,,,,
Kalyan,289,New289,Kalyan,Kalyan,,73.1249356,19.2425206,,,,,,,,,
Chengdu,290,New290,Chengdu,Chengdu,,104.0577793,30.6613194,,,,,,,,,
Yunnanfu/Kunming,291,New291,Yunnanfu/Kunming,Yunnanfu/Kunming,,102.7072334,25.0427012,,,,,,,,,
Lin'an/Hangzhou,292,New292,Lin'an/Hangzhou,Lin'an/Hangzhou,,120.1701736,30.2517274,,,,,,,,,
Liaoyang,293,New293,Liaoyang,Liaoyang,,123.1860924,41.266969,,,,,,,,,
Ganzhou/Zhangye,294,New294,Ganzhou/Zhangye,Ganzhou/Zhangye,,100.4550362,38.9363126,,,,,,,,,
Pegu,295,New295,Pegu,Pegu,,96.4932632,17.3298282,,,,,,,,,
Dasqarta d'Malka,296,New296,Dasqarta d-Malka,Dasqarta d-Malka,,44.9186325,33.8886575,,,,,,,,,
Dhofar,297,New297,Dhofar,Dhofar,,54.0969801,17.0123053,,,,,,,,,
Aden,298,New298,Aden,Aden,,45.0490522,12.7790749,,,,,,,,,
Sana`a',299,New299,Sanaʿa,Sanaʿa,,44.2154002,15.3549628,yes,,,,,,,,
Najran,300,New300,Najran,Najran,,44.1814756,17.4797888,yes,,,,,,,,
Aksum,301,New301,Aksum,Aksum,,38.7196505,14.1303436,yes,,,,,,,,
Panopolis/Akhmim,302,New302,Panopolis/Akhmim,Panopolis/Akhmim,,31.7443728,26.5617754,,,,,,,,,
Nicosia,303,New303,Nicosia,Nicosia,,33.3640409,35.1757903,yes,6,,,y,,,,http://syriaca.org/place/2349.html
Tiberias,304,New304,Tiberias,Tiberias,,35.5452347,32.7786153,,,,,,,,,
Gaza,305,New305,Gaza,Gaza,,34.4469452,31.5216298,yes,,,,,,,,
Sidon,306,New306,Sidon,Sidon,,35.3699255,33.5626748,yes,,7,,y,,,,
Byblos,307,New307,Byblos,Byblos,,35.6455278,34.1207936,yes,,7,,y,,,,
Arwad,308,New308,Arwad,Arwad,,35.8575082,34.8565223,,,,,,,,,
Baalbek,309,New309,Baʿalbak,Baʿalbak,,36.2052083,34.0072596,yes,,,,,,,,
80N 160E,310,New310,80N 160E,80N 160E,,160,80,,,,,,,,,
80S 160E,311,New311,80S 160E,80S 160E,,160,-80,,,,,,,,,
80N 160W,312,New312,80N 160W,80N 160W,,-160,80,,,,,,,,,
80S 160W,313,New313,80S 160W,80S 160W,,-160,-80,,,,,,,,,
Lhasa,314,New314,Lhasa,Lhasa,,91.1169577,29.6577752,,,,,,,,,
Delhi,315,New315,Delhi,Delhi,,77.2409678,28.6560225,,,,,,,,,
Patna,316,New316,Patna,Patna,,85.1291943,25.6179044,,,,,,,,,
Ujjain,317,New317,Ujjain,Ujjain,,75.7711709,23.188042,,,,,,,,,
Lahore,318,New318,Lahore,Lahore,,74.3153858,31.5863591,,,,,,,,,
Bombay/Mumbai,319,New319,Bombay/Mumbai,Bombay/Mumbai,,72.832489,18.9387634,,,,,,,,,
Calcutta/Kolkata,320,New320,Calcutta/Kolkata,Calcutta/Kolkata,,88.3375025,22.557626,8,,,,,,,,
Golkonda/Hyderabad,321,New321,Golkonda/Hyderabad,Golkonda/Hyderabad,,78.4010124,17.3832647,8,,,,,,,,
Madras/Chennai,322,New322,Madras/Chennai,Madras/Chennai,,80.286026,13.0798963,8,,,,,,,,
Ahmadabad,323,New323,Ahmadabad,Ahmadabad,,72.5871205,23.0237961,,,,,,,,,
Kabul,324,New324,Kabul,Kabul,,69.1912937,34.5059731,,,,,,,,,
Ghazni,325,New325,Ghazni,Ghazni,,68.4235168,33.557239,,,,,,,,,
Islamabad,326,New326,Islamabad,Islamabad,,73.0929852,33.7263385,,,,,,,,,
Peshawar,327,New327,Peshawar,Peshawar,,71.5697479,34.0127558,,,,,,,,,
Karachi,328,New328,Karachi,Karachi,,66.99862,24.85361,,,,,,,,,
Tehran,329,New329,Tehran,Tehran,,51.4208221,35.6796445,,,,,,,,,
Khiva,330,New330,Khiva,Khiva,,60.3599167,41.3775331,,,,,,,,,
Xijing/Datong,331,New331,Xijing/Datong,Xijing/Datong,,113.2949638,40.0926497,,,,,,,,,
Tongzhou/Weinan,332,New332,Tongzhou/Weinan,Tongzhou/Weinan,,109.5057964,34.5001907,,,,,,,,,
Bian/Kaifeng,333,New333,Bian/Kaifeng,Bian/Kaifeng,,114.3464756,34.8009771,,,,,,,,,
Jiankang/Nanjing,334,New334,Jiankang/Nanjing,Jiankang/Nanjing,,118.7822914,32.0494796,,,,,,,,,
Angkor,335,New335,Angkor,Angkor,,103.8716125,13.4293612,,,,,,,,,
Drangtse/Tangtse,336,New336,Drangtse/Tangtse,Drangtse/Tangtse,,78.1677675,34.0324877,,,,,,,,,
Otrar,337,New337,Otrar,Otrar,,68.3029246,42.852514,,,,,,,,,
Shangdu,338,New338,Shangdu,Shangdu,,116.1849689,42.3580999,,,,,,,,,
Philadelphia/Amman,339,New339,Philadelphia/Amman,Philadelphia/Amman,,35.9346914,31.9545291,,,,,,,,,
Riyadh,340,New340,Riyadh,Riyadh,,46.7701721,24.6501376,,,,,,,,,
Ankara,341,New341,Ankara,Ankara,,32.8528976,39.9304717,,,,,,,,,
Baku,342,New342,Baku,Baku,,49.8346066,40.3660023,,,,,,,,,
Yerevan,343,New343,Yerevan,Yerevan,,44.5046496,40.1716102,,,,,,,,,
Tbilisi,344,New344,Tbilisi,Tbilisi,,44.8161936,41.6975259,,,,,,,,,
Kutaisi,345,New345,Kutaisi,Kutaisi,,42.7054238,42.2771897,,,,,,,,,
Vologesias,346,New346,Vologesias,Vologesias,,44.5420825,33.0445635,,,,,,,,,
Mahoza Hdatta/Weh-Andiyok-Xusraw,347,New347,Mahoza Hdatta/Weh-Andiyok-Xusraw,Mahoza Hdatta/Weh-Andiyok-Xusraw,,44.5830345,33.0571624,,,,,,,,,
Karaj (Rudavar),348,New348,Karaj (Rudavar),Karaj (Rudavar),,48.4084225,34.5512105,,,,,,,,,
Velashjird,349,New349,Velashjird,Velashjird,,48.1197739,34.5372477,,,,,,,,,
Valashgard,350,New350,Valashgard,Valashgard,,57.2166681,27.9996022,,,,,,,,,
Pushang/Fushanj (Ghurian),351,New351,Pushang/Fushanj (Ghurian),Pushang/Fushanj (Ghurian),,61.4891052,34.3465542,,,,,,,,,
Merv Rud (Bala Murghab),352,New352,Merv Rud (Bala Murghab),Merv Rud (Bala Murghab),,63.3310425,35.581995,,,,,,,,,
Sainqala (Shahin Dezh),353,New353,Sainqala (Shahin Dezh),Sainqala (Shahin Dezh),,46.5593076,36.6753289,3,,,,,,,,
Dohok/Beth Nuhadra,354,New354,Duhok/Beth Nuhadra,Duhok/Beth Nuhadra,,42.9958481,36.8616822,"3,1",,,,,,,,
Gazarta/Cizre,355,New355,Gazarta/Cizre,Gazarta/Cizre,,42.1906114,37.323238,"3,1,7,3,1, 4",,,,,,,,
Penek (Finik),356,New356,Penek (Finik),Penek (Finik),,42.0753515,37.4085168,,,,,,,,,
Beth-Zabdai,357,New357,Beth-Zabdai,Beth-Zabdai,,42.0659745,37.4023976,,,,,,,,,
Rustaqa (Mar Isho mon.),358,New358,Rustaqa (Mar Isho),Rustaqa (Mar Isho mon.),,44.5806983,37.3242363,3,,,,,,,,
Se`erd,359,New359,Siirt,Siirt,,41.9454145,37.9250988,yes,,,,,,,,
Sibarek,360,New360,Sibarek,Sibarek,,39.3166995,37.7550406,,,,,,,,,
Anazarba,361,New361,Anazarba,Anazarba,Anazarba/ʿAyn Zarba,35.9041786,37.2535601,yes,6,,,y,,,,
Kamacha/Kemah,362,New362,Kamacha/Kemah,Kamacha/Kemah,,39.0401852,39.6027537,,,,,,,,,
Ptolemais/Acre,363,New363,Ptolemais/Acre,Ptolemais/Acre,,35.0694752,32.9222133,,,,,,,,,
Nicaea/Iznik,364,New364,Nicaea/Iznik,Nicaea/Iznik,,29.7202063,40.4291619,,,,,,,,,
Chalcedon/Kadikoy,365,New365,Chalcedon,Chalcedon,,29.0251279,40.9878514,yes,,,,,,,,
Constantinople,366,New366,Constantinople,Constantinople,,28.9779317,41.0079937,yes,,,,,,,,
Ephesus,367,New367,Ephesus,Ephesus,,27.3399711,37.9445698,,,,,,,,,
Iconium/Konya,368,New368,Iconium/Konya,Iconium/Konya,,32.4927092,37.8732443,,,,,,,,,
Mecca,369,New369,Mecca,Mecca,,39.8261851,21.4225098,yes,,,,,,,,
Medina,370,New370,Medina,Medina,,39.6110988,24.4689182,,,,,,,,,
Rasht,371,New371,Rasht,Rasht,,49.5845604,37.2793288,,,,,,,,,
Amol,372,New372,Amol,Amol,,52.3528147,36.4654201,,,,,,,,,
Astarabad,373,New373,Astarabad,Astarabad,,54.4305718,36.8422026,,,,,,,,,
Quillon/Kollam,374,New374,Quillon/Kollam,Quillon/Kollam,,76.5672719,8.8821248,8,,,,,,,,
Trivandrum/Thrivanathapuram,375,New375,Trivandrum/Thrivanathapuram,Trivandrum/Thrivanathapuram,,76.9435859,8.4827823,8,,,,,,,,
Qara Qojo,376,New376,Qara Qojo,Qara Qojo,,89.5277596,42.852687,,,,,,,,,
Jambaliq (approx.),377,New377,Jambaliq (approx.),Jambaliq (approx.),,86.2445211,44.3127023,,,,,,,,,
Luntai/Ulanbay,378,New378,Luntai/Ulanbay,Luntai/Ulanbay,,87.5870848,43.6409513,,,,,,,,,
Kucha,379,New379,Kucha,Kucha,,82.9191399,41.7209775,,,,,,,,,
Loulan,380,New380,Loulan,Loulan,,89.9141693,40.5156915,,,,,,,,,
Xining,381,New381,Xining,Xining,,101.7772579,36.6185244,,,,,,,,,
Suzhou/Jiuquan,382,New382,Suzhou/Jiuquan,Suzhou/Jiuquan,,98.5097909,39.7437418,,,,,,,,,
Qara Qoto,383,New383,Qara Qoto,Qara Qoto,,101.1432266,41.7645899,"4,4",,,,,,,,
Xingqing/Yinchuan (Ningxia),384,New384,Xingqing/Yinchuan (Ningxia),Xingqing/Yinchuan (Ningxia),,106.2680054,38.4691809,,,,,,,,,
Lingzhou/Lingwu,385,New385,Lingzhou/Lingwu,Lingzhou/Lingwu,,106.3267994,38.0868781,,,,,,,,,
Heijan,386,New386,Heijan,Heijan,,116.0801697,38.4357073,,,,,,,,,
Eshnuq/Sheno (Oshnavieh),387,New387,Eshnuq/Sheno (Oshnavieh),Eshnuq/Sheno (Oshnavieh),,45.092386,37.04062,1,,,,,,,,
BARWARI BALA,388,New388,BARWARI BALA,BARWARI BALA,,43.45106166,37.16802858,3,,,,,,,,
TXUMA,389,New389,TXUMA,TXUMA,,43.64545364,37.34854791,"3,3",,,,,,,,
UPPER TIYARE,390,New390,UPPER ṬIYARE,UPPER ṬIYARE,,43.41568057,37.496484,3,,,,,,,,
LOWER TIYARE,391,New391,LOWER ṬIYARE,LOWER ṬIYARE,,43.45030391,37.31549836,3,,,,,,,,
BAZ,392,New392,BAZ,BAZ,,43.83902959,37.41307323,3,,,,,,,,
JILU,393,New393,JILU,JILU,,44.00427735,37.3768761,3,,,,,,,,
SHAMMESDIN,394,New394,ŠAMMƏSDIN,ŠAMMƏSDIN,,44.55667701,37.28717017,3,,,,,,,,
CUDI DAGHI,395,New395,CUDI DAGHI,CUDI DAGHI,,42.4519976,37.38264666,3,,,,,,,,
BOHTAN,396,New396,BOHTAN,BOHTAN,,42.38589849,37.98566983,3,,,,,,,,
LAKE VAN,397,New397,LAKE VAN,LAKE VAN,,42.92885542,38.6167589,"1, 4",,,,,,,,
CASPIAN SEA,398,New398,CASPIAN SEA,CASPIAN SEA,,51.7291839,39.75519793,4,,,,,,,,
LAKE URMI,399,New399,LAKE URMI,LAKE URMI,,45.70479647,37.2871046,yes,,,,,,,,
BLACK SEA,400,New400,BLACK SEA,BLACK SEA,,35.12100942,43.38131658,4,,,,,,,,
CRIMEA,401,New401,CRIMEA,CRIMEA,,34.22468786,45.18591064,"1, 4",,,,,,,,
CAUCASUS,402,New402,CAUCASUS,CAUCASUS,,44.23211803,42.62840647,"7,3",,,,,,,,
MUQAN,403,New403,MUQAN,MUQAN,,48.64618816,39.92867119,1,,,,,,,,
ADARDBAIGAN,404,New404,ADHARBAYJĀN,ADHARBAYJĀN,,47.57207772,37.89826311,1,,,,,,,,
ARMENIA,405,New405,ARMENIA,ARMENIA,,44.13883419,39.75730041,"7,3,1",,,,,,,,
GILAN,406,New406,GILAN,GILAN,,49.20869449,37.47798789,"1,4,1",,,,,,,,
DAILAM,407,New407,DAILAM,DAILAM,,50.0266709,36.814046,4,,,,,,,,
HEBTON,408,New408,ḤEBTŌN,ḤEBTŌN,,44.151154,36.51261638,1,,,,,,,,
QAIMAR,409,New409,QAIMAR,QAIMAR,,42.46080712,37.4836437,1,,,,,,,,
TERGAWAR,410,New410,TERGAWAR,TERGAWAR,,44.7631281,37.42495451,3,,,,,,,,
HNITHA/MA`ALTHA,411,New411,ḤNĪTHA/MAʿALTHA,ḤNĪTHA/MAʿALTHA,,44.06738257,36.87298109,1,,,,,,,,
SINJAR,412,New412,SINJAR,SINJAR,,41.85253799,36.3957954,"1,2",,,,,,,,
Gomel,413,New413,Gomel,Gomel,,43.4806681,36.5924452,,,,,,,,,
Mar Abraham of Kashkar (Great Monastery),414,New414,Mar Abraham of Kashkar (Great Monastery),Mar Abraham of Kashkar (Great Monastery) mon.,,41.4738205,37.2119343,yes,,,,,,,,
MOUNT IZLA,415,New415,MOUNT IZLA,MOUNT IZLA,,41.4687814,37.20396963,"1,2",,,,,,,,
TUR `ABDIN,416,New416,ṬUR ʿABDIN,ṬUR ʿABDIN,,40.74046719,37.39838105,"1,2,3,7,3,1, 4",,,,,,,,
al-Hijr,417,New417,al-Hijr,al-Hijr,,37.955575,26.7920879,6,,,,,,,,
Toru Aygyr,418,New418,Toru Aygyr,Toru Aygyr,,76.4277649,42.4953904,4,,,,,,,,
MURGHAB R,419,New419,MURGHAB R,MURGHAB R,,62.486397,36.855283,4,,,,,,,,
SYR DARYA (JAXARTES),420,New420,SYR DARYA (JAXARTES),SYR DARYA (JAXARTES),,65.153887,44.988052,4,,,,,,,,
AMU DARYA (OXUS),421,New421,AMU DARYA (OXUS),AMU DARYA (OXUS),,61.986938,40.877775,4,,,,,,,,
EUPHRATES R,422,New422,EUPHRATES R,EUPHRATES R,,41.11667,34.358053,"1,2",6,,,y,,,,
TIGRIS R,423,New423,TIGRIS R,TIGRIS R,,43.552499,34.976669,"1,2",,,,,,,,
GREAT ZAB R,424,New424,GREAT ZAB R,GREAT ZAB R,,43.661387,36.272496,"1,2,3",,,,,,,,
LITTLE ZAB R,425,New425,LITTLE ZAB R,LITTLE ZAB R,,43.94583,35.60528,"1,2",,,,,,,,
CHU R,426,New426,CHU R,CHU R,,74.1237259,43.3121889,4,,,,,,,,
TARIM R,427,New427,TARIM R,TARIM R,,82.447227,40.953887,,,,,,,,,
YELLOW R,428,New428,YELLOW R,YELLOW R,,106.705837,40.01944,,,,,,,,,
YANGZI R,429,New429,YANGZI R,YANGZI R,,115.061,30.3417,,,,,,,,,
MEKONG R,430,New430,MEKONG R,MEKONG R,,100.211109,23.678614,,,,,,,,,
INDUS R,431,New431,INDUS R,INDUS R,,69.1006,28.0489,,,,,,,,,
GANGES R,432,New432,GANGES R,GANGES R,,79.493339,27.569726,,,,,,,,,
NARMADA R,433,New433,NARMADA R,NARMADA R,,76.121386,22.245274,,,,,,,,,
BRAHMAPUTRA R,434,New434,BRAHMAPUTRA R,BRAHMAPUTRA R,,91.9075,26.249729,,,,,,,,,
NILE R,435,New435,NILE R,NILE R,,30.83917,28.471107,,,,,,,,,
ORONTES R,436,New436,ORONTES R,ORONTES R,,36.358053,35.872786,,06\,7,,y,,,,
JORDAN R,437,New437,JORDAN R,JORDAN R,,35.560555,32.379721,,,7,,y,,,,
HALYS R,438,New438,HALYS R,HALYS R,,36.221393,39.364996,,,,,,,,,
CYPRUS,439,New439,CYPRUS,CYPRUS,,32.991669,34.934722,"7,3,1, 4",6,,,y,,,,
EGYPT,440,New440,EGYPT,EGYPT,,31.55376091,29.22048273,"1,2,1, 4",,,,,,,,
JORDAN,441,New441,JORDAN,JORDAN,,36.22658395,31.57482068,"7,3",,,,,,,,
SYRIA,442,New442,SYRIA,SYRIA,,37.73240416,35.12425404,"1,2,7,3",6,7,,y,,,,
JUDEAN DESERT,443,New443,JUDEAN DESERT,JUDEAN DESERT,,35.07182301,31.3358016,"1,2",,,,,,,,
JAZEERA,444,New444,JAZEERA,JAZEERA,,41.0353491,36.06837941,"7,3",,,,,,,,
ARZANENE,445,New445,ARZANENE,ARZANENE,,41.30939111,37.91410099,"1,2",,,,,,,,
OSRHOENE,446,New446,OSRHOENE,OSRHOENE,,38.5140482,37.29088086,"1,2,6",,,,,,,,
KHORASAN,447,New447,KHURASAN,KHURASAN,,59.69906923,35.75024059,4,,,,,,,,
KHWAREZM,448,New448,KHWAREZM,KHWAREZM,,59.77874226,41.96075305,4,,,,,,,,
FERGHANA,449,New449,FERGHANA,FERGHANA,,71.20186253,40.6222462,4,,,,,,,,
TARIM BASIN,450,New450,TARIM BASIN,TARIM BASIN,,81.0275386,39.35544507,4,,,,,,,,
TIBET,451,New451,TIBET,TIBET,,88.20109878,31.80493188,4,,,,,,,,
LADAKH,452,New452,LADAKH,LADAKH,,77.686107,34.527504,4,,,,,,,,
SURKHANDARYA,453,New453,SURKHANDARYA,SURKHANDARYA,,67.55408277,37.65226813,4,,,,,,,,
SOGDIANA,454,New454,SOGDIANA,SOGDIANA,,66.16976393,39.40573866,4,,,,,,,,
TRANSOXIANA (MAWARA'N-NAHR),455,New455,TRANSOXIANA,TRANSOXIANA,,65.66507735,40.48180285,4,,,,,,,,
BACTRIA (TOKHARISTAN),456,New456,BACTRIA (TOKHARISTAN),BACTRIA (TOKHARISTAN),,66.07483,37,4,,,,,,,,
TIAN SHAN,457,New457,TIAN SHAN,TIAN SHAN,,80.37596262,42.10632231,4,,,,,,,,
TAKLAMAKAN DESERT,458,New458,TAKLAMAKAN DESERT,TAKLAMAKAN DESERT,,82.83785916,39.1185838,,,,,,,,,
ORDOS,459,New459,ORDOS,ORDOS,,108.4726556,39.40540669,4,,,,,,,,
KUNLUN,460,New460,KUNLUN,KUNLUN,,85.71281055,35.63562762,4,,,,,,,,
HIMALAYA,461,New461,HIMALAYA,HIMALAYA,,86.53742638,28.00046184,,,,,,,,,
HINDU KUSH,462,New462,HINDU KUSH,HINDU KUSH,,68.96429535,35.30921719,4,,,,,,,,
PAMIR,463,New463,PAMIR,PAMIR,,72.121111,36.87361,4,,,,,,,,
ARAL SEA,464,New464,ARAL SEA,ARAL SEA,,59.39082646,44.7134365,,,,,,,,,
ALTAI,465,New465,ALTAI,ALTAI,,87.089723,49.233616,,,,,,,,,
GODAVARI R,466,New466,GODAVARI R,GODAVARI R,,80.45417,18.436667,,,,,,,,,
IRRAWADDY R,467,New467,IRRAWADDY R,IRRAWADDY R,,94.980285,20.059449,,,,,,,,,
SALWEEN R,468,New468,SALWEEN R,SALWEEN R,,98.160281,19.991394,,,,,,,,,
THAR DESERT,469,New469,THAR DESERT,THAR DESERT,,70.37301407,26.87582726,,,,,,,,,
HELMAND R,470,New470,HELMAND R,HELMAND R,,63.250278,30.374716,,,,,,,,,
SOCOTRA,471,New471,Socotro Island,Socotro Island,,53.89750348,12.44953183,,,,,,,,,
OMAN,472,New472,OMAN,OMAN,,56.71195316,23.04405261,,,,,,,,,
YEMEN,473,New473,YEMEN,YEMEN,,44.52422081,14.17046922,,,,,,,,,
ETHIOPIA,474,New474,ETHIOPIA,ETHIOPIA,,38.64705327,13.08096093,,,,,,,,,
NUBIA,475,New475,NUBIA,NUBIA,,31.11973195,20.27441901,,,,,,,,,
ARABIA,476,New476,ARABIA,ARABIA,,44.02676235,26.70104456,,,,,,,,,
SCETE,477,New477,SCETIS,SCETIS,,30.3601,30.3192,"1,2",,,,,,,,
PALESTINE,478,New478,PALESTINE,PALESTINE,,34.64957902,31.62140727,"7,3",,,,,,,,
LEBANON,479,New479,LEBANON,LEBANON,,35.741939,33.77528,"7,3",,,,,,,,
CYRRHESTICA,480,New480,CYRRHESTICA,CYRRHESTICA,,37.2911825,36.54331918,"1,2",6,,,y,,,,
IRAQ,481,New481,IRAQ,IRAQ,,43.37421812,32.96201661,"7,3",,,,,,,,
FARS,482,New482,FARS,FARS,,53.45683971,29.05903419,"1,2,1",,,,,,,,
GEORGIA,483,New483,GEORGIA,GEORGIA,,43.69340819,42.21255302,"7,3",,,,,,,,
COMMAGENE,484,New484,COMMAGENE,COMMAGENE,,38.13680472,37.66359202,,,,,,,,,
CILICIA,485,New485,CILICIA,CILICIA,,35.4358891,37.14217632,,,,,,,,,
CAPPADOCIA,486,New486,CAPPADOCIA,CAPPADOCIA,,35.94225545,38.91622906,,,,,,,,,
PONTUS,487,New487,PONTUS,PONTUS,,36.30830874,40.43953308,,,,,,,,,
PERSIA/IRAN,488,New488,PERSIA/IRAN,PERSIA/IRAN,,52.35420743,33.43029851,,,,,,,,,
TURKISTAN,489,New489,TURKISTAN,TURKISTAN,,65.65076424,41.30298951,4,,,,,,,,
SEMIRECHYE (YETI SU),490,New490,SEMIRECHYE (YETI SU),SEMIRECHYE (YETI SU),,76.22007598,45.27817561,4,,,,,,,,
BADGHIS,491,New491,BADGHIS,BADGHIS,,62.70188707,35.28916983,4,,,,,,,,
HARIRUD,492,New492,HARIRUD,HARIRUD,,61.067216,34.831937,,,,,,,,,
INDIA,493,New493,INDIA,INDIA,,77.65053879,25.21517949,no,,,,,,,,
KERALA,494,New494,KERALA,KERALA,,76.55437072,9.819694877,"1, 4,8",,,,,,,,
MALABAR,495,New495,MALABAR,MALABAR,,75.99843004,10.89262498,8,,,,,,,,
COROMANDEL,496,New496,COROMANDEL,COROMANDEL,,79.25971262,10.41724258,8,,,,,,,,
TRAVANCORE,497,New497,TRAVANCORE,TRAVANCORE,,77.1015572,8.419908643,8,,,,,,,,
TENDUC,498,New498,TENDUC,TENDUC,,109.2775584,40.28038989,4,,,,,,,,
TANGUT,499,New499,TANGUT,TANGUT,,105.804257,38.17480884,4,,,,,,,,
CHINA,500,New500,CHINA,CHINA,,116.8183891,33.90389196,No,,,,,,,,
MONGOLIA,501,New501,MONGOLIA,MONGOLIA,,102.3338328,45.68006332,,,,,,,,,
ADIABENE,502,New502,ADIABENE,ADIABENE,,43.71776195,36.10697103,"1,2",,,,,,,,
HRBATH GLAL,503,New503,HRBATH GLAL,HRBATH GLAL,,44.34806412,36.18959491,1,,,,,,,,
Karka d'Beth Solkh BETH GARMAI,504,New504,Karka d-Beth Solkh BETH GARMAI,Karka d-Beth Solkh BETH GARMAI,,44.3953,35.468099,"1,2,1,1,2,1",,,,,,,,
Biye BETH BGASH,505,New505,Biye BETH BGASH,Biye BETH BGASH,,44.1557693,36.9617745,1,,,,,,,,
Sirawan MASABADAN,506,New506,Sirawan MASABADAN,Sirawan MASABADAN,,46.830039,33.5567384,,,,,,,,,
Jundishapur/Beth Lapat ELAM,507,New507,Jundishapur/Beth Lapaṭ ELAM,Jundishapur/Beth Lapaṭ ELAM,,48.516471,32.283618,"1,2,1,1,1",,,,,,,,
Shushter,508,New508,Shushtar,Shushtar,,48.851856,32.0510756,"1,2,1",,,,,,,,
Furat/Bahman-Ardashir MAISHAN,509,New509,Furat/Bahman-Ardashir MAISHAN,Furat/Bahman-Ardashir MAISHAN,,47.7011347,30.7818659,1,,,,,,,,
Tamanon? (Thimanin?),510,New510,Ṭamanon? (Thimanin?),Ṭamanon? (Thimanin?),,42.468853,37.3297305,1,,,,,,,,
Nu`mania ZABE,511,New511,Nuʿmania ZABE,Nuʿmania ZABE,,45.4125881,32.5560013,"1,1",,,,,,,,
