syriacaUri,viafIdString,gedshUri
http://syriaca.org/person/2413,,
http://syriaca.org/person/2414,,
http://syriaca.org/person/2415,,
http://syriaca.org/person/2416,,
http://syriaca.org/person/2417,,
http://syriaca.org/person/2418,,
http://syriaca.org/person/2419,,
http://syriaca.org/person/242,246517217,
http://syriaca.org/person/2420,,
http://syriaca.org/person/2421,,
http://syriaca.org/person/2422,,
http://syriaca.org/person/2423,,
http://syriaca.org/person/2424,,
http://syriaca.org/person/2425,,
http://syriaca.org/person/2426,,
http://syriaca.org/person/2427,,
http://syriaca.org/person/2428,,
http://syriaca.org/person/2429,,
http://syriaca.org/person/243,,https://gedsh.bethmardutho.org/Diosqoros-of-Gozarto
http://syriaca.org/person/2430,,
http://syriaca.org/person/2431,,
http://syriaca.org/person/2432,,
http://syriaca.org/person/2433,,
http://syriaca.org/person/2434,,
http://syriaca.org/person/2435,,
http://syriaca.org/person/2436,,
http://syriaca.org/person/2437,,
http://syriaca.org/person/2438,,
http://syriaca.org/person/2439,,
http://syriaca.org/person/244,,
http://syriaca.org/person/2440,,
http://syriaca.org/person/2441,,
http://syriaca.org/person/2442,,
http://syriaca.org/person/2443,,
http://syriaca.org/person/2444,,
http://syriaca.org/person/2445,,
http://syriaca.org/person/2446,,
http://syriaca.org/person/2447,,
http://syriaca.org/person/2448,,
http://syriaca.org/person/2449,,
http://syriaca.org/person/245,,https://gedsh.bethmardutho.org/Barsawmo-Safi-Grigorios
http://syriaca.org/person/2450,,
http://syriaca.org/person/2451,,
http://syriaca.org/person/2452,,
http://syriaca.org/person/2453,,
http://syriaca.org/person/2454,,
http://syriaca.org/person/2455,,
http://syriaca.org/person/2456,,
http://syriaca.org/person/2457,,
http://syriaca.org/person/2458,,
http://syriaca.org/person/2459,,
http://syriaca.org/person/246,,
http://syriaca.org/person/2460,,
http://syriaca.org/person/2461,,
http://syriaca.org/person/2462,,
http://syriaca.org/person/2463,,
http://syriaca.org/person/2465,,
http://syriaca.org/person/2466,,
http://syriaca.org/person/2467,,
http://syriaca.org/person/2468,,
http://syriaca.org/person/2469,,
http://syriaca.org/person/247,,
http://syriaca.org/person/2470,,
http://syriaca.org/person/2471,,
http://syriaca.org/person/2472,,
http://syriaca.org/person/2473,,
http://syriaca.org/person/2474,,
http://syriaca.org/person/2475,,
http://syriaca.org/person/2476,,
http://syriaca.org/person/2477,,
http://syriaca.org/person/2478,,
http://syriaca.org/person/2479,,
http://syriaca.org/person/248,,
http://syriaca.org/person/2480,,
http://syriaca.org/person/2481,,
http://syriaca.org/person/2482,,
http://syriaca.org/person/2483,,
http://syriaca.org/person/2484,,
http://syriaca.org/person/2485,,
http://syriaca.org/person/2486,,
http://syriaca.org/person/2487,,
http://syriaca.org/person/2488,,
http://syriaca.org/person/2489,,
http://syriaca.org/person/249,,
http://syriaca.org/person/2490,,
http://syriaca.org/person/2491,,
http://syriaca.org/person/2492,,
http://syriaca.org/person/2493,,
http://syriaca.org/person/2494,,
http://syriaca.org/person/2495,,
http://syriaca.org/person/2496,,
http://syriaca.org/person/2497,,
http://syriaca.org/person/2498,,
http://syriaca.org/person/2499,,
http://syriaca.org/person/25,171031744|102326301|79045174|171031744|92779784|102326317,https://gedsh.bethmardutho.org/Marutha-of-Maypherqat
http://syriaca.org/person/250,,https://gedsh.bethmardutho.org/Yeshu-bar-Khayrun
http://syriaca.org/person/2500,,
http://syriaca.org/person/2501,,
http://syriaca.org/person/2502,,
http://syriaca.org/person/2503,,
http://syriaca.org/person/2504,,
http://syriaca.org/person/2505,,
http://syriaca.org/person/2506,,
http://syriaca.org/person/2507,,
http://syriaca.org/person/2508,,
http://syriaca.org/person/2509,,
http://syriaca.org/person/251,,
http://syriaca.org/person/2510,,
http://syriaca.org/person/2511,,
http://syriaca.org/person/2512,,
http://syriaca.org/person/2513,,
http://syriaca.org/person/2514,,
http://syriaca.org/person/2515,,
http://syriaca.org/person/2516,,
http://syriaca.org/person/2517,,
http://syriaca.org/person/2518,,
http://syriaca.org/person/2519,,
http://syriaca.org/person/252,,
http://syriaca.org/person/2520,,
http://syriaca.org/person/2521,,
http://syriaca.org/person/2522,,
http://syriaca.org/person/2523,,
http://syriaca.org/person/2524,,
http://syriaca.org/person/2525,,
http://syriaca.org/person/2526,,
http://syriaca.org/person/2527,,
http://syriaca.org/person/2528,,
http://syriaca.org/person/2529,,
http://syriaca.org/person/253,,
http://syriaca.org/person/2530,,
http://syriaca.org/person/2531,,
http://syriaca.org/person/2532,,
http://syriaca.org/person/2533,,
http://syriaca.org/person/2534,,
http://syriaca.org/person/2535,,
http://syriaca.org/person/2536,,
http://syriaca.org/person/2537,,
http://syriaca.org/person/2539,,
http://syriaca.org/person/254,,
http://syriaca.org/person/2540,,
http://syriaca.org/person/2541,,
http://syriaca.org/person/2542,,
http://syriaca.org/person/2543,,
http://syriaca.org/person/2544,,
http://syriaca.org/person/2545,,
http://syriaca.org/person/2546,,
http://syriaca.org/person/2547,,
http://syriaca.org/person/2548,,
http://syriaca.org/person/2549,,
http://syriaca.org/person/255,,
http://syriaca.org/person/2550,,
http://syriaca.org/person/2551,,
http://syriaca.org/person/2552,,
http://syriaca.org/person/2553,,
http://syriaca.org/person/2554,,
http://syriaca.org/person/2555,,
http://syriaca.org/person/2556,,
http://syriaca.org/person/2557,,
http://syriaca.org/person/2558,,
http://syriaca.org/person/2559,,
http://syriaca.org/person/256,,https://gedsh.bethmardutho.org/Daniel-of-Mardin
http://syriaca.org/person/2560,,
http://syriaca.org/person/2561,,
http://syriaca.org/person/2562,,
http://syriaca.org/person/2563,,
http://syriaca.org/person/2564,,
http://syriaca.org/person/2565,,
http://syriaca.org/person/2566,,
http://syriaca.org/person/2567,,
http://syriaca.org/person/2568,,
http://syriaca.org/person/2569,,
http://syriaca.org/person/257,,https://gedsh.bethmardutho.org/Abrohom-II-Gharib
http://syriaca.org/person/2570,,
http://syriaca.org/person/2571,,
http://syriaca.org/person/2572,,
http://syriaca.org/person/2573,,
http://syriaca.org/person/2574,,
http://syriaca.org/person/2575,,
http://syriaca.org/person/2576,,
http://syriaca.org/person/2577,,
http://syriaca.org/person/2578,,
http://syriaca.org/person/2579,,
http://syriaca.org/person/258,,
http://syriaca.org/person/2580,,
http://syriaca.org/person/2581,,
http://syriaca.org/person/2582,,
http://syriaca.org/person/2583,,
http://syriaca.org/person/2584,,
http://syriaca.org/person/2585,,
http://syriaca.org/person/2586,,
http://syriaca.org/person/2587,,
http://syriaca.org/person/2588,,
http://syriaca.org/person/2589,,
http://syriaca.org/person/259,,https://gedsh.bethmardutho.org/Ishaya-of-Beth-Sbirina
http://syriaca.org/person/2590,,
http://syriaca.org/person/2591,,
http://syriaca.org/person/2592,,
http://syriaca.org/person/2593,,
http://syriaca.org/person/2594,,
http://syriaca.org/person/2595,,
http://syriaca.org/person/2596,,
http://syriaca.org/person/2597,,
http://syriaca.org/person/2598,,
http://syriaca.org/person/2599,,
http://syriaca.org/person/26,89745298,https://gedsh.bethmardutho.org/Rabbula-of-Edessa
http://syriaca.org/person/260,,
http://syriaca.org/person/2600,,
http://syriaca.org/person/2601,,
http://syriaca.org/person/2602,,
http://syriaca.org/person/2603,,
http://syriaca.org/person/2605,,
http://syriaca.org/person/2606,,
http://syriaca.org/person/2607,,
http://syriaca.org/person/2608,,
http://syriaca.org/person/2609,,
http://syriaca.org/person/261,,
http://syriaca.org/person/2610,,
http://syriaca.org/person/2611,,
http://syriaca.org/person/2612,,
http://syriaca.org/person/2613,,
http://syriaca.org/person/2614,,
http://syriaca.org/person/2615,,
http://syriaca.org/person/2616,,
http://syriaca.org/person/2617,,
http://syriaca.org/person/2618,,
http://syriaca.org/person/2619,,
http://syriaca.org/person/262,,
http://syriaca.org/person/2620,,
http://syriaca.org/person/2621,,
http://syriaca.org/person/2622,,
http://syriaca.org/person/2623,,
http://syriaca.org/person/2624,,
http://syriaca.org/person/2625,,
http://syriaca.org/person/2626,,
http://syriaca.org/person/2627,,
http://syriaca.org/person/2628,,
http://syriaca.org/person/2629,,
http://syriaca.org/person/263,,https://gedsh.bethmardutho.org/Behnam-Hadloyo
http://syriaca.org/person/2630,,
http://syriaca.org/person/2631,,
http://syriaca.org/person/2632,,
http://syriaca.org/person/2633,,
http://syriaca.org/person/2634,,
http://syriaca.org/person/2635,,
http://syriaca.org/person/2636,,
http://syriaca.org/person/2637,,
http://syriaca.org/person/2638,,
http://syriaca.org/person/2639,,
http://syriaca.org/person/264,,
http://syriaca.org/person/2640,,
http://syriaca.org/person/2641,,
http://syriaca.org/person/2642,,
http://syriaca.org/person/2643,,
http://syriaca.org/person/2644,,
http://syriaca.org/person/2645,,
http://syriaca.org/person/2646,,
http://syriaca.org/person/2647,,
http://syriaca.org/person/2648,,
http://syriaca.org/person/2649,,
http://syriaca.org/person/265,,
http://syriaca.org/person/2650,,
http://syriaca.org/person/2651,,
http://syriaca.org/person/2652,,
http://syriaca.org/person/2653,,
http://syriaca.org/person/2654,,
http://syriaca.org/person/2655,,
http://syriaca.org/person/2656,,
http://syriaca.org/person/2657,,
http://syriaca.org/person/2658,,
http://syriaca.org/person/2659,,
http://syriaca.org/person/266,,
http://syriaca.org/person/2660,,
http://syriaca.org/person/2661,,
http://syriaca.org/person/2662,,
http://syriaca.org/person/2663,,
http://syriaca.org/person/2664,,
http://syriaca.org/person/2665,,
http://syriaca.org/person/2666,,
http://syriaca.org/person/2667,,
http://syriaca.org/person/2668,,
http://syriaca.org/person/2669,,
http://syriaca.org/person/267,,
http://syriaca.org/person/2670,,
http://syriaca.org/person/2671,,
http://syriaca.org/person/2672,,
http://syriaca.org/person/2673,,
http://syriaca.org/person/2674,,
http://syriaca.org/person/2675,,
http://syriaca.org/person/2676,,
http://syriaca.org/person/2677,,
http://syriaca.org/person/2678,,
http://syriaca.org/person/2679,,
http://syriaca.org/person/268,,
http://syriaca.org/person/2680,,
http://syriaca.org/person/2681,,
http://syriaca.org/person/2682,,
http://syriaca.org/person/2683,,
http://syriaca.org/person/2684,,
http://syriaca.org/person/2685,,
http://syriaca.org/person/2686,,
http://syriaca.org/person/2687,,
http://syriaca.org/person/2688,,
http://syriaca.org/person/2689,,
http://syriaca.org/person/269,,
http://syriaca.org/person/2690,,
http://syriaca.org/person/2691,,
http://syriaca.org/person/2692,,
http://syriaca.org/person/2693,,
http://syriaca.org/person/2694,,
http://syriaca.org/person/2695,,
http://syriaca.org/person/2696,,
http://syriaca.org/person/2697,,
http://syriaca.org/person/2698,,
http://syriaca.org/person/2699,,
http://syriaca.org/person/27,68465360,https://gedsh.bethmardutho.org/Balai
http://syriaca.org/person/270,,
http://syriaca.org/person/2700,,
http://syriaca.org/person/2701,,
http://syriaca.org/person/2702,,
http://syriaca.org/person/2703,,
http://syriaca.org/person/2704,,
http://syriaca.org/person/2705,,
http://syriaca.org/person/2706,,
http://syriaca.org/person/2707,,
http://syriaca.org/person/2708,,
http://syriaca.org/person/2709,,
http://syriaca.org/person/271,,
http://syriaca.org/person/2710,,
http://syriaca.org/person/2711,,
http://syriaca.org/person/2712,,
http://syriaca.org/person/2713,,
http://syriaca.org/person/2714,,
http://syriaca.org/person/2715,,
http://syriaca.org/person/2716,,
http://syriaca.org/person/2717,,
http://syriaca.org/person/2718,,
http://syriaca.org/person/2719,,
http://syriaca.org/person/272,,
http://syriaca.org/person/2720,,
http://syriaca.org/person/2721,,
http://syriaca.org/person/2722,,
http://syriaca.org/person/2723,,
http://syriaca.org/person/2724,,
http://syriaca.org/person/2725,,
http://syriaca.org/person/2726,,
http://syriaca.org/person/2727,,
http://syriaca.org/person/2728,,
http://syriaca.org/person/273,,https://gedsh.bethmardutho.org/Dawid-Puniqoyo
http://syriaca.org/person/2730,,
http://syriaca.org/person/2731,,
http://syriaca.org/person/2732,,
http://syriaca.org/person/2733,,
http://syriaca.org/person/2735,,
http://syriaca.org/person/2736,,
http://syriaca.org/person/2737,,
http://syriaca.org/person/2738,,
http://syriaca.org/person/2739,,
http://syriaca.org/person/274,,
http://syriaca.org/person/2740,,
http://syriaca.org/person/2741,,
http://syriaca.org/person/2742,,
http://syriaca.org/person/2743,,
http://syriaca.org/person/2744,,
http://syriaca.org/person/2745,,
http://syriaca.org/person/2746,,
http://syriaca.org/person/2747,,
http://syriaca.org/person/2748,,
http://syriaca.org/person/2749,,
http://syriaca.org/person/2750,,
http://syriaca.org/person/2751,,
http://syriaca.org/person/2752,,
http://syriaca.org/person/2753,,
http://syriaca.org/person/2754,,
http://syriaca.org/person/2755,,
http://syriaca.org/person/2756,,
http://syriaca.org/person/2757,,
http://syriaca.org/person/2758,,
http://syriaca.org/person/2759,,
http://syriaca.org/person/276,,
http://syriaca.org/person/2760,,
http://syriaca.org/person/2761,,
http://syriaca.org/person/2762,,
http://syriaca.org/person/2763,,
http://syriaca.org/person/2764,,
http://syriaca.org/person/2765,,
http://syriaca.org/person/2766,,
http://syriaca.org/person/2767,,
http://syriaca.org/person/2768,,
http://syriaca.org/person/2769,,
http://syriaca.org/person/277,,https://gedsh.bethmardutho.org/Nuh-the-Lebanese
http://syriaca.org/person/2770,,
http://syriaca.org/person/2771,,
http://syriaca.org/person/2772,,
http://syriaca.org/person/2773,,
http://syriaca.org/person/2774,,
http://syriaca.org/person/2775,,
http://syriaca.org/person/2776,,
http://syriaca.org/person/2777,,
http://syriaca.org/person/2778,,
http://syriaca.org/person/2779,,
http://syriaca.org/person/278,,
http://syriaca.org/person/2780,,
http://syriaca.org/person/2781,,
http://syriaca.org/person/2782,,
,,
http://syriaca.org/person/2784,163862769|172088237|317291080|601144647706030017236|297324267,
http://syriaca.org/person/2785,48639756|61941335,
http://syriaca.org/person/2786,72202417,
http://syriaca.org/person/2787,,
http://syriaca.org/person/2788,213349215|22527874,
http://syriaca.org/person/2789,13689964,
http://syriaca.org/person/279,193224502,https://gedsh.bethmardutho.org/Masud-of-Tur-Abdin
http://syriaca.org/person/2790,,
http://syriaca.org/person/2791,,
http://syriaca.org/person/2792,79271288|297583675|307161413,
http://syriaca.org/person/2793,,
http://syriaca.org/person/2794,,
http://syriaca.org/person/2795,,
http://syriaca.org/person/2796,315598676,
http://syriaca.org/person/2797,120699895|165826930|604145858275823022830|316398877|207473612,
http://syriaca.org/person/2798,307484301|78819439|227070011|317275625|196805171,
http://syriaca.org/person/2799,66856382,
http://syriaca.org/person/28,,
http://syriaca.org/person/280,,
http://syriaca.org/person/2800,73947686|203259473,
http://syriaca.org/person/2801,,
http://syriaca.org/person/2802,,
http://syriaca.org/person/2803,,
http://syriaca.org/person/2804,36042699,
http://syriaca.org/person/2805,,
